,Index,Coding Question #,Question Type,Question Text,Question Response,Answer Value
180,41,coding4_q41,Sharing - 3rd Parties,"PP identifies the ways in which user information is shared with third parties will be collected? If yes, select all that apply.",[ 0 ] - no,0
181,41,coding4_q41,Sharing - 3rd Parties,"PP identifies the ways in which user information is shared with third parties will be collected? If yes, select all that apply.",[ 1 ] - Receive/Shared with by firm/first party,1
182,41,coding4_q41,Sharing - 3rd Parties,"PP identifies the ways in which user information is shared with third parties will be collected? If yes, select all that apply.","[ 2 ] - Collect on first party website/app,",2
183,41,coding4_q41,Sharing - 3rd Parties,"PP identifies the ways in which user information is shared with third parties will be collected? If yes, select all that apply.","[ 3 ] - Track on first party website/app,",3
184,41,coding4_q41,Sharing - 3rd Parties,"PP identifies the ways in which user information is shared with third parties will be collected? If yes, select all that apply.",[ 4 ] - Other,4
185,42,coding4_q42,Sharing - Consent,"What is the consent mechanism for sharing/selling PII with third parties, excluding data processors and service providers (i.e., those that provide services effecting, administering, or enforcing a transaction, sending future correspondence to user, research, internal database compilation, servicing website)?","[ 0 ] - Dont use service/feature (i.e., user must stop using service, terminate account, leave page)/mandatory",0
186,42,coding4_q42,Sharing - Consent,"What is the consent mechanism for sharing/selling PII with third parties, excluding data processors and service providers (i.e., those that provide services effecting, administering, or enforcing a transaction, sending future correspondence to user, research, internal database compilation, servicing website)?",[ 1 ] - Opt-out,1
187,42,coding4_q42,Sharing - Consent,"What is the consent mechanism for sharing/selling PII with third parties, excluding data processors and service providers (i.e., those that provide services effecting, administering, or enforcing a transaction, sending future correspondence to user, research, internal database compilation, servicing website)?","[ 2 ] - opt-in,",2
188,42,coding4_q42,Sharing - Consent,"What is the consent mechanism for sharing/selling PII with third parties, excluding data processors and service providers (i.e., those that provide services effecting, administering, or enforcing a transaction, sending future correspondence to user, research, internal database compilation, servicing website)?",[ 3 ] - Opt-out link,3
189,42,coding4_q42,Sharing - Consent,"What is the consent mechanism for sharing/selling PII with third parties, excluding data processors and service providers (i.e., those that provide services effecting, administering, or enforcing a transaction, sending future correspondence to user, research, internal database compilation, servicing website)?","[ 4 ] - Opt-out via contacting company,",4
190,42,coding4_q42,Sharing - Consent,"What is the consent mechanism for sharing/selling PII with third parties, excluding data processors and service providers (i.e., those that provide services effecting, administering, or enforcing a transaction, sending future correspondence to user, research, internal database compilation, servicing website)?",[ 5 ] - First-party privacy controls (might have to go to site to check to see if collection is an option),5
191,42,coding4_q42,Sharing - Consent,"What is the consent mechanism for sharing/selling PII with third parties, excluding data processors and service providers (i.e., those that provide services effecting, administering, or enforcing a transaction, sending future correspondence to user, research, internal database compilation, servicing website)?","[ 6 ] - , Third-party privacy controls,",6
192,42,coding4_q42,Sharing - Consent,"What is the consent mechanism for sharing/selling PII with third parties, excluding data processors and service providers (i.e., those that provide services effecting, administering, or enforcing a transaction, sending future correspondence to user, research, internal database compilation, servicing website)?",[ 7 ] - Browser/device privacy controls (if the PP specifies this as an option the user can adopt),7
193,42,coding4_q42,Sharing - Consent,"What is the consent mechanism for sharing/selling PII with third parties, excluding data processors and service providers (i.e., those that provide services effecting, administering, or enforcing a transaction, sending future correspondence to user, research, internal database compilation, servicing website)?","[ 8 ] - Other,",8
194,42,coding4_q42,Sharing - Consent,"What is the consent mechanism for sharing/selling PII with third parties, excluding data processors and service providers (i.e., those that provide services effecting, administering, or enforcing a transaction, sending future correspondence to user, research, internal database compilation, servicing website)?",[ DND ] - does not disclose ,DND
195,43,coding4_q43,Sharing - Consent,What is the choice scope regardig third parties' collection and use of information? (excluding entities that are not service providers/processors),[ 0 ] - not choice,0
196,43,coding4_q43,Sharing - Consent,What is the choice scope regardig third parties' collection and use of information? (excluding entities that are not service providers/processors),"[ 1 ] - Collection,",1
197,43,coding4_q43,Sharing - Consent,What is the choice scope regardig third parties' collection and use of information? (excluding entities that are not service providers/processors),"[ 2 ] - Use,",2
198,43,coding4_q43,Sharing - Consent,What is the choice scope regardig third parties' collection and use of information? (excluding entities that are not service providers/processors),[ 3 ] - Both,3
199,43,coding4_q43,Sharing - Consent,What is the choice scope regardig third parties' collection and use of information? (excluding entities that are not service providers/processors),[ DND ] - does not disclose,DND
200,44,coding4_q44,Sharing - Consent,"What is consent mechanism for sharing/selling non-PII or sensitive information to entities that aren't service providers (except for the purpose of effecting, administering, or enforcing a transaction, sending future correspondence to user, research, internal database compilation, servicing website)?",[ 0 ] - mandatory or does not disclose,0
201,44,coding4_q44,Sharing - Consent,"What is consent mechanism for sharing/selling non-PII or sensitive information to entities that aren't service providers (except for the purpose of effecting, administering, or enforcing a transaction, sending future correspondence to user, research, internal database compilation, servicing website)?",[ 1 ] - opt-out,1
202,44,coding4_q44,Sharing - Consent,"What is consent mechanism for sharing/selling non-PII or sensitive information to entities that aren't service providers (except for the purpose of effecting, administering, or enforcing a transaction, sending future correspondence to user, research, internal database compilation, servicing website)?",[ 2 ] - opt-in,2
203,44,coding4_q44,Sharing - Consent,"What is consent mechanism for sharing/selling non-PII or sensitive information to entities that aren't service providers (except for the purpose of effecting, administering, or enforcing a transaction, sending future correspondence to user, research, internal database compilation, servicing website)?",[ . ] - N/A (applicable if firm does not engage in this practice),.
204,45,coding4_q45,Notice - Change of Terms,PP has a Change of Terms (COT) provision that explicitly or implicitly allows entity to change agreement?,[ 0 ] - no,0
205,45,coding4_q45,Notice - Change of Terms,PP has a Change of Terms (COT) provision that explicitly or implicitly allows entity to change agreement?,[ 1 ] - yes,1
206,46,coding4_q46,Notice - Change of Terms,Users will be alerted to material changes to the PP?  (simply posting new policy constitutes no notice).,[ 0 ] - no (simply posting new policy = no notice),0
207,46,coding4_q46,Notice - Change of Terms,Users will be alerted to material changes to the PP?  (simply posting new policy constitutes no notice).,[ 1 ] - yes,1
208,46,coding4_q46,Notice - Change of Terms,Users will be alerted to material changes to the PP?  (simply posting new policy constitutes no notice).,[ . ] - n/a,.
209,46,coding4_q46,Notice - Change of Terms,Users will be alerted to material changes to the PP?  (simply posting new policy constitutes no notice).,[ DND ] - does not disclose,DND
210,47,coding4_q47,Notice - Change of Terms,How will user be given notice of change to PP? (select all that apply),[ 0 ] - no notice,0
211,47,coding4_q47,Notice - Change of Terms,How will user be given notice of change to PP? (select all that apply),"[ 1 ] - ""at our discretion"" or similar or ""may""",1
212,47,coding4_q47,Notice - Change of Terms,How will user be given notice of change to PP? (select all that apply),[ 2 ] - link on homepage or notice+link on homepage,2
213,47,coding4_q47,Notice - Change of Terms,How will user be given notice of change to PP? (select all that apply),"[ 3 ] - email, notification upon signing into account, or other specific method likely to alert user",3
214,47,coding4_q47,Notice - Change of Terms,How will user be given notice of change to PP? (select all that apply),[ . ] - n/a,.
215,47,coding4_q47,Notice - Change of Terms,How will user be given notice of change to PP? (select all that apply),[ DND ] - does not disclose,DND
216,48,coding4_q48,Notice - Change of Terms,PP requires user to explicitly assent to material changes?,[ 0 ] - no,0
217,48,coding4_q48,Notice - Change of Terms,PP requires user to explicitly assent to material changes?,[ 1 ] - yes,1
218,48,coding4_q48,Notice - Change of Terms,PP requires user to explicitly assent to material changes?,[ . ] - N/A,.
219,49,coding4_q49,Notice - Change of Terms,PP states that material changes are retroactive?,[ 0 ] - no,0
220,49,coding4_q49,Notice - Change of Terms,PP states that material changes are retroactive?,[ 1 ] - yes (applies to data made before the change),1
221,50,coding4_q50,Notice - Change of Terms,Is the user given a choice regarding acceptance of changed terms?,[ 0 ] - no,0
222,50,coding4_q50,Notice - Change of Terms,Is the user given a choice regarding acceptance of changed terms?,[ 1 ] - Opt-out,1
223,50,coding4_q50,Notice - Change of Terms,Is the user given a choice regarding acceptance of changed terms?,"[ 2 ] - Opt-in,",2
224,50,coding4_q50,Notice - Change of Terms,Is the user given a choice regarding acceptance of changed terms?,"[ 3 ] - User participation (e.g., Facebook's voting procedure for significant changes),",3
225,50,coding4_q50,Notice - Change of Terms,Is the user given a choice regarding acceptance of changed terms?,"[ 4 ] - Other,",4
226,50,coding4_q50,Notice - Change of Terms,Is the user given a choice regarding acceptance of changed terms?,[ DND ] - does not disclose,DND
227,51,coding4_q51,Notice - Change of Terms,When are users asked to express consent to changes in privacy terms? (select all that apply),[ 0 ] - no opportunity for express consent,0
228,51,coding4_q51,Notice - Change of Terms,When are users asked to express consent to changes in privacy terms? (select all that apply),[ 1 ] - when using consumer data in a materially different manner than claimed when the data was collected (FTC 2012 guidelines),1
229,51,coding4_q51,Notice - Change of Terms,When are users asked to express consent to changes in privacy terms? (select all that apply),[ 2 ] - for material terms,2
230,51,coding4_q51,Notice - Change of Terms,When are users asked to express consent to changes in privacy terms? (select all that apply),[ 3 ] - for any changes,3
231,51,coding4_q51,Notice - Change of Terms,When are users asked to express consent to changes in privacy terms? (select all that apply),[ 4 ] - other,4
232,51,coding4_q51,Notice - Change of Terms,When are users asked to express consent to changes in privacy terms? (select all that apply),[ DND ] - does not disclose,DND
233,52,coding4_q52,User Control - Accuracy,Can users can adjust privacy settings?  [Double check on the website],[ 0 ] - no,0
234,52,coding4_q52,User Control - Accuracy,Can users can adjust privacy settings?  [Double check on the website],[ 1 ] - yes,1
235,53,coding4_q53,User Control - Accuracy,Are users allowed to access and correct personal data collected?,[ 0 ] - no,0
236,53,coding4_q53,User Control - Accuracy,Are users allowed to access and correct personal data collected?,[ 1 ] - Can access data,1
237,53,coding4_q53,User Control - Accuracy,Are users allowed to access and correct personal data collected?,[ 2 ] - Can access and correct data,2
238,53,coding4_q53,User Control - Accuracy,Are users allowed to access and correct personal data collected?,"[ 3 ] - Can access and correct data, and 3rd parties notified of correction",3
239,54,coding4_q54,User Control - Accuracy,Can the user request that incorrect data be either rectified or erased?,[ 0 ] - no,0
240,54,coding4_q54,User Control - Accuracy,Can the user request that incorrect data be either rectified or erased?,"[ 1 ] - yes, within 30 days [in compliance with GDPR]",1
241,54,coding4_q54,User Control - Accuracy,Can the user request that incorrect data be either rectified or erased?,"[ 2 ] - yes, no time limit",2
242,54,coding4_q54,User Control - Accuracy,Can the user request that incorrect data be either rectified or erased?,[ DND ] - does not disclose,DND
243,55,coding4_q55,User Control -Types of Access,What type of access are users given? (select all that apply),"[ 0 ] - None,",0
244,55,coding4_q55,User Control -Types of Access,What type of access are users given? (select all that apply),"[ 1 ] - View,",1
245,55,coding4_q55,User Control -Types of Access,What type of access are users given? (select all that apply),[ 2 ] - Export (portability) [GDPR required],2
246,55,coding4_q55,User Control -Types of Access,What type of access are users given? (select all that apply),[ 3 ] - Edit information/correct [v38],3
247,55,coding4_q55,User Control -Types of Access,What type of access are users given? (select all that apply),"[ 4 ] - Deactivate account,",4
248,55,coding4_q55,User Control -Types of Access,What type of access are users given? (select all that apply),"[ 5 ] - Delete account (partial),",5
249,55,coding4_q55,User Control -Types of Access,What type of access are users given? (select all that apply),"[ 6 ] - Delete account (full),",6
250,55,coding4_q55,User Control -Types of Access,What type of access are users given? (select all that apply),"[ 7 ] - Other,",7
251,55,coding4_q55,User Control -Types of Access,What type of access are users given? (select all that apply),[ DND ] - does not disclose,DND
252,56,coding4_q56,User Control - User Control,Can user request that information be deleted or anonymized? (Copy and paste some examples of terms),[ 0 ] - no,0
253,56,coding4_q56,User Control - User Control,Can user request that information be deleted or anonymized? (Copy and paste some examples of terms),[ 1 ] - yes (partial),1
254,56,coding4_q56,User Control - User Control,Can user request that information be deleted or anonymized? (Copy and paste some examples of terms),[ 2 ] - yes (full),2
255,57,coding4_q57,User Control - Access Scope,What is the scope of the access rights granted?,[ 0 ] - no access,0
256,57,coding4_q57,User Control - Access Scope,What is the scope of the access rights granted?,"[ 1 ] - User account data,",1
257,57,coding4_q57,User Control - Access Scope,What is the scope of the access rights granted?,"[ 2 ] - Transactional data,",2
258,57,coding4_q57,User Control - Access Scope,What is the scope of the access rights granted?,"[ 3 ] - Profile data,",3
259,57,coding4_q57,User Control - Access Scope,What is the scope of the access rights granted?,"[ 4 ] - Other data about user,",4
260,57,coding4_q57,User Control - Access Scope,What is the scope of the access rights granted?,[ 5 ] - data shared with third parties,5
261,57,coding4_q57,User Control - Access Scope,What is the scope of the access rights granted?,"[ 6 ] - Other,",6
262,57,coding4_q57,User Control - Access Scope,What is the scope of the access rights granted?,[ DND ] - does not disclose,DND
263,58,coding4_q58,User Control - Ownership,Ownership Rights of User Information Provided (look in terms of use),[ 0 ] - Company owns data,0
264,58,coding4_q58,User Control - Ownership,Ownership Rights of User Information Provided (look in terms of use),"[ 1 ] - User owns data, but licenses data to entity in a non-exclusive, royalty-free, form, with no right to compensation for company's use of the data",1
265,58,coding4_q58,User Control - Ownership,Ownership Rights of User Information Provided (look in terms of use),[ 2 ] - User owns the data but the license is not as broad,2
266,58,coding4_q58,User Control - Ownership,Ownership Rights of User Information Provided (look in terms of use),[ DND ] - does not disclose,DND
267,59,coding4_q59,Security - Accuracy,PP/TOU guarantees data accuracy (must saye the word data accuracy for this to be relevant)?,[ 0 ] - no,0
268,59,coding4_q59,Security - Accuracy,PP/TOU guarantees data accuracy (must saye the word data accuracy for this to be relevant)?,[ 1 ] - yes,1
269,60,coding4_q60,Security  - Accuracy,"PP specifies reasonable procedures in place to ensure accuracy?  (Even a little procedure qualifies, please highlight relevant text)",[ 0 ] - no,0
270,60,coding4_q60,Security  - Accuracy,"PP specifies reasonable procedures in place to ensure accuracy?  (Even a little procedure qualifies, please highlight relevant text)",[ 1 ] - yes,1
271,61,coding4_q61,Security  - Accuracy,PP reserves right to disclose protected information to comply with law/prevent crime?,[ 0 ] - no,0
272,61,coding4_q61,Security  - Accuracy,PP reserves right to disclose protected information to comply with law/prevent crime?,[ 1 ] - yes,1
273,62,coding4_q62,Security  - Enforcement,PP reserves right to disclose protected information to protect its own rights?,[ 0 ] - no,0
274,62,coding4_q62,Security  - Enforcement,PP reserves right to disclose protected information to protect its own rights?,[ 1 ] - yes,1
275,63,coding4_q63,Security  - Notice,Users will be given notice of government requests for information about the user,[ 0 ] - no,0
276,63,coding4_q63,Security  - Notice,Users will be given notice of government requests for information about the user,[ 1 ] - yes,1
277,63,coding4_q63,Security  - Notice,Users will be given notice of government requests for information about the user,[ DND ] - DND,DND
278,64,coding4_q64,Security  - Notice,User will be notified of data breach?,[ 0 ] - no (or does not disclose),0
279,64,coding4_q64,Security  - Notice,User will be notified of data breach?,[ 1 ] - yes,1
280,65,coding4_q65,User Control - Termination,What happens to data if entity ceases to exist or is acquired?,[ 0 ] - sold w/company or otherwise distributed/disclosed,0
281,65,coding4_q65,User Control - Termination,What happens to data if entity ceases to exist or is acquired?,[ 1 ] - sold but given continued protection under same PP,1
282,65,coding4_q65,User Control - Termination,What happens to data if entity ceases to exist or is acquired?,"[ 2 ] - destroyed, anonymized, etc.",2
283,65,coding4_q65,User Control - Termination,What happens to data if entity ceases to exist or is acquired?,[ 3 ] - user is given choice as to what happens with data,3
284,65,coding4_q65,User Control - Termination,What happens to data if entity ceases to exist or is acquired?,[ 4 ] - transfered to acquiring entity,4
285,65,coding4_q65,User Control - Termination,What happens to data if entity ceases to exist or is acquired?,[ DND ] - does not disclose,DND
286,66,coding4_q66,Notice - Use of Data,"PP provides notice of data procedures if company is sold or otherwise ceases to exist (e.g., goes bankrupt)?",[ 0 ] - no,0
287,66,coding4_q66,Notice - Use of Data,"PP provides notice of data procedures if company is sold or otherwise ceases to exist (e.g., goes bankrupt)?",[ 1 ] - yes,1
288,67,coding4_q67,User Control - Termination,"If company is sold or goes bankrupt, user is given choice as to what happens to their data?",[ 0 ] - no,0
289,67,coding4_q67,User Control - Termination,"If company is sold or goes bankrupt, user is given choice as to what happens to their data?",[ 1 ] - yes,1
290,68,coding4_q68,Data Practices  - Retention,PP states time limit for data retention (esp when account is deleted)?,[ 0 ] - no,0
291,68,coding4_q68,Data Practices  - Retention,PP states time limit for data retention (esp when account is deleted)?,[ 1 ] - # of months (data is destroyed or anonymized after specific period of time),1
292,68,coding4_q68,Data Practices  - Retention,PP states time limit for data retention (esp when account is deleted)?,[ 2 ] - indefinintely,2
293,68,coding4_q68,Data Practices  - Retention,PP states time limit for data retention (esp when account is deleted)?,[ 3 ] - upon request (GDPR requirement),3
294,68,coding4_q68,Data Practices  - Retention,PP states time limit for data retention (esp when account is deleted)?,[ DND ] - does not disclose,DND
295,69,coding4_q69,Data Practices  - Retention,Does the PP specify the purposes for which the data is retained?,[ 0 ] - no,0
296,69,coding4_q69,Data Practices  - Retention,Does the PP specify the purposes for which the data is retained?,[ 1 ] - perform service/functionality,1
297,69,coding4_q69,Data Practices  - Retention,Does the PP specify the purposes for which the data is retained?,[ 2 ] - to comply with the law,2
298,69,coding4_q69,Data Practices  - Retention,Does the PP specify the purposes for which the data is retained?,[ 3 ] - analytics/research,3
299,69,coding4_q69,Data Practices  - Retention,Does the PP specify the purposes for which the data is retained?,[ 4 ] - service operation and security,4
300,69,coding4_q69,Data Practices  - Retention,Does the PP specify the purposes for which the data is retained?,[ 5 ] - advertising,5
301,69,coding4_q69,Data Practices  - Retention,Does the PP specify the purposes for which the data is retained?,[ 6 ] - marketing,6
302,69,coding4_q69,Data Practices  - Retention,Does the PP specify the purposes for which the data is retained?,[ 7 ] - other,7
303,69,coding4_q69,Data Practices  - Retention,Does the PP specify the purposes for which the data is retained?,[ DND ] - does not disclose,DND
304,70,coding4_q70,Data Practices  - Retention,PP identifies the type of category of information retained (note this is a different statement from those discussing categories related to collection and sharing),[ 0 ] - company identify type/category of information retained,0
305,70,coding4_q70,Data Practices  - Retention,PP identifies the type of category of information retained (note this is a different statement from those discussing categories related to collection and sharing),"[ 1 ] - Financial,",1
306,70,coding4_q70,Data Practices  - Retention,PP identifies the type of category of information retained (note this is a different statement from those discussing categories related to collection and sharing),"[ 2 ] - Health,",2
307,70,coding4_q70,Data Practices  - Retention,PP identifies the type of category of information retained (note this is a different statement from those discussing categories related to collection and sharing),"[ 3 ] - Contact,",3
308,70,coding4_q70,Data Practices  - Retention,PP identifies the type of category of information retained (note this is a different statement from those discussing categories related to collection and sharing),"[ 4 ] - Location, including bluetooth",4
309,70,coding4_q70,Data Practices  - Retention,PP identifies the type of category of information retained (note this is a different statement from those discussing categories related to collection and sharing),"[ 5 ] - Demographic,",5
310,70,coding4_q70,Data Practices  - Retention,PP identifies the type of category of information retained (note this is a different statement from those discussing categories related to collection and sharing),[ 6 ] - Personal identifier,6
311,70,coding4_q70,Data Practices  - Retention,PP identifies the type of category of information retained (note this is a different statement from those discussing categories related to collection and sharing),[ 7 ] - User online activities,7
312,70,coding4_q70,Data Practices  - Retention,PP identifies the type of category of information retained (note this is a different statement from those discussing categories related to collection and sharing),[ 8 ] - User Profile,8
313,70,coding4_q70,Data Practices  - Retention,PP identifies the type of category of information retained (note this is a different statement from those discussing categories related to collection and sharing),[ 9 ] - IP address and device IDs,9
314,70,coding4_q70,Data Practices  - Retention,PP identifies the type of category of information retained (note this is a different statement from those discussing categories related to collection and sharing),[ 10 ] - Cookies and tracking elements,10
315,70,coding4_q70,Data Practices  - Retention,PP identifies the type of category of information retained (note this is a different statement from those discussing categories related to collection and sharing),[ 11 ] - Computer information,11
316,70,coding4_q70,Data Practices  - Retention,PP identifies the type of category of information retained (note this is a different statement from those discussing categories related to collection and sharing),[ 12 ] - Survey data,12
317,70,coding4_q70,Data Practices  - Retention,PP identifies the type of category of information retained (note this is a different statement from those discussing categories related to collection and sharing),[ 13 ] - Generic p/aggregate personal information,13
318,70,coding4_q70,Data Practices  - Retention,PP identifies the type of category of information retained (note this is a different statement from those discussing categories related to collection and sharing),[ 14 ] - Biometric information,14
319,70,coding4_q70,Data Practices  - Retention,PP identifies the type of category of information retained (note this is a different statement from those discussing categories related to collection and sharing),[ 15 ] - Other [state in comments],15
320,71,coding4_q71,User Control  - Termination,"If user quits site, what happens to personal data?",[ 0 ] - retained and treated as if user is still using service,0
321,71,coding4_q71,User Control  - Termination,"If user quits site, what happens to personal data?",[ 1 ] - Retained  but modified,1
322,71,coding4_q71,User Control  - Termination,"If user quits site, what happens to personal data?",[ 2 ] - deleted/anonymized,2
323,71,coding4_q71,User Control  - Termination,"If user quits site, what happens to personal data?",[ DND ] - does not disclose,DND
324,72,coding4_q72,Data Practices  - Retention,Does company have a procedure for safely disposing unused/no longer needed data?,[ 0 ] - no,0
325,72,coding4_q72,Data Practices  - Retention,Does company have a procedure for safely disposing unused/no longer needed data?,[ 1 ] - yes,1
326,73,coding4_q73,Security  - Privacy by Design,"PP describes substantive privacy and security protections incorporated into entity's managerial/structural procedures (e.g., limiting the number of employees who have access to data, allowing data access only for job-related functions, assigning employees to oversee privacy issues, employing Chief Privacy Officer, requiring periodic audits)? (General question)",[ 0 ] - no,0
327,73,coding4_q73,Security  - Privacy by Design,"PP describes substantive privacy and security protections incorporated into entity's managerial/structural procedures (e.g., limiting the number of employees who have access to data, allowing data access only for job-related functions, assigning employees to oversee privacy issues, employing Chief Privacy Officer, requiring periodic audits)? (General question)",[ 1 ] - yes,1
328,74,coding4_q74,Security  - Privacy by Design,"PP specifically identifies means of technological security (e.g., encryption)?",[ 0 ] - no,0
329,74,coding4_q74,Security  - Privacy by Design,"PP specifically identifies means of technological security (e.g., encryption)?",[ 1 ] - yes,1
330,75,coding4_q75,Security  - Security Measures,Please highlight all the listed security measures:,[ 0 ] - none listed,0
331,75,coding4_q75,Security  - Security Measures,Please highlight all the listed security measures:,[ 1 ] - Secure data transfer,1
332,75,coding4_q75,Security  - Security Measures,Please highlight all the listed security measures:,[ 2 ] - Secure user authentication,2
333,75,coding4_q75,Security  - Security Measures,Please highlight all the listed security measures:,[ 3 ] - Secure data storage,3
334,75,coding4_q75,Security  - Security Measures,Please highlight all the listed security measures:,"[ 4 ] - Data access limitation (""access controls"" under GDPR)",4
335,75,coding4_q75,Security  - Security Measures,Please highlight all the listed security measures:,[ 5 ] - Privacy training,5
336,75,coding4_q75,Security  - Security Measures,Please highlight all the listed security measures:,[ 6 ] - Privacy review/audit,6
337,75,coding4_q75,Security  - Security Measures,Please highlight all the listed security measures:,"[ 7 ] - Privacy/Security program,",7
338,75,coding4_q75,Security  - Security Measures,Please highlight all the listed security measures:,[ 8 ] - regular data audits [GDPR],8
339,75,coding4_q75,Security  - Security Measures,Please highlight all the listed security measures:,[ 9 ] - conducting regular data protection impact assessments [GDPR],9
340,75,coding4_q75,Security  - Security Measures,Please highlight all the listed security measures:,[ 10 ] - Other,10
341,76,coding4_q76,Do Not Track,Does PP adopt a Not Track policy:,"[ 0 ] - Not mentioned,",0
342,76,coding4_q76,Do Not Track,Does PP adopt a Not Track policy:,"[ 1 ] - Honored,",1
343,76,coding4_q76,Do Not Track,Does PP adopt a Not Track policy:,"[ 2 ] - mentioned but not honored,",2
344,76,coding4_q76,Do Not Track,Does PP adopt a Not Track policy:,"[ 3 ] - Mentioned, but unclear if honored,",3
345,76,coding4_q76,Do Not Track,Does PP adopt a Not Track policy:,[ 4 ] - Other,4
346,77,coding4_q77,Enforcement,PP provides means by which user can contact site with privacy concerns and/or complaints?,[ 0 ] - no,0
347,77,coding4_q77,Enforcement,PP provides means by which user can contact site with privacy concerns and/or complaints?,"[ 1 ] - yes,",1
348,77,coding4_q77,Enforcement,PP provides means by which user can contact site with privacy concerns and/or complaints?,"[ 2 ] - yes, and mentions it is accordance with CCPA [or listed under a CCPA section in PP]",2
349,77,coding4_q77,Enforcement,PP provides means by which user can contact site with privacy concerns and/or complaints?,"[ 3 ] - yes, and mentions it in accordance with GDPR [or listed under a GDRP section in PP]",3
350,78,coding4_q78,Enforcement  - Dispute Resolution,"PP has forum selection clause? If so, which forum? (Look in TOU as well)",[ 0 ] - no,0
351,78,coding4_q78,Enforcement  - Dispute Resolution,"PP has forum selection clause? If so, which forum? (Look in TOU as well)",[ 1 ] - yes,1
352,79,coding4_q79,Enforcement  - Dispute Resolution,"PP has choice of law clause?  If so, which law? (Look in TOU as well)",[ 0 ] - no,0
353,79,coding4_q79,Enforcement  - Dispute Resolution,"PP has choice of law clause?  If so, which law? (Look in TOU as well)",[ 1 ] - yes,1
354,80,coding4_q80,Enforcement  - Dispute Resolution,PP has arbitration clause?  (Look in TOU as well),[ 0 ] - no,0
355,80,coding4_q80,Enforcement  - Dispute Resolution,PP has arbitration clause?  (Look in TOU as well),[ 1 ] - yes,1
356,80,coding4_q80,Enforcement  - Dispute Resolution,PP has arbitration clause?  (Look in TOU as well),[ 2 ] - consumer may choose arbitration,2
357,81,coding4_q81,Enforcement  - Dispute Resolution,PP has class action waiver?  (Look in TOU as well),[ 0 ] - no,0
358,81,coding4_q81,Enforcement  - Dispute Resolution,PP has class action waiver?  (Look in TOU as well),[ 1 ] - yes,1
359,82,coding4_q82,Enforcement  - Liability,PP disclaims liability for failure of security mesaures?,[ 0 ] - no,0
360,82,coding4_q82,Enforcement  - Liability,PP disclaims liability for failure of security mesaures?,[ 1 ] - yes,1
361,83,coding4_q83,Enforcement  - Oversight,PP provides link to FTC's Consumer Complaint Form and/or the FTC telephone number?,[ 0 ] - no,0
362,83,coding4_q83,Enforcement  - Oversight,PP provides link to FTC's Consumer Complaint Form and/or the FTC telephone number?,[ 1 ] - yes,1
363,84,coding4_q84,Enforcement  - Oversight,"What privacy seal/certification/industry oversight organization does PP claim [other than mandatory international law (Swiss Privacy Law, etc)?",[ No ] - .,0
364,84,coding4_q84,Enforcement  - Oversight,"What privacy seal/certification/industry oversight organization does PP claim [other than mandatory international law (Swiss Privacy Law, etc)?",[ Yes ] - Name of certification or seal,1
365,85,coding4_q85,Privacy By Design - Oversight,PP requires periodic complicance review of structural and technological data security measures?,[ 0 ] - no,0
366,85,coding4_q85,Privacy By Design - Oversight,PP requires periodic complicance review of structural and technological data security measures?,[ 1 ] - yes,1
367,86,coding4_q86,Privacy By Design - Oversight,"PP contains self-reporting measures in case of privacy violation (to a privacy seal organization, 3rd party consultant)?",[ 0 ] - no,0
368,86,coding4_q86,Privacy By Design - Oversight,"PP contains self-reporting measures in case of privacy violation (to a privacy seal organization, 3rd party consultant)?",[ 1 ] - yes,1
369,87,coding4_q87,Contract - Contract,Is the PP  incorporated by reference in the TOU?,[ 1 ] - yes,1
370,87,coding4_q87,Contract - Contract,Is the PP  incorporated by reference in the TOU?,[ 0 ] - no,0
371,88,coding4_q88,GDPR - Notice,PP states that it is GDPR compliant or includes section on GDPR compliance,[ 1 ] - yes,1
372,88,coding4_q88,GDPR - Notice,PP states that it is GDPR compliant or includes section on GDPR compliance,[ 0 ] - no or no mention,0
373,89,coding4_q89,CCPA - Notice,"Has California Privacy Rights Section that explains all rights afforded under the CCPA? (The right to request disclosure of  business’ data collection and sales practices , thecategories of personal information collected, the source of the information,  use of the information and, if the information was disclosed or sold to third parties, the categories of personal information disclosed or sold to third parties and the categories of third parties to whom such information was disclosed or sold; The right to request a copy of the specific personal information collected about them during the 12 months before their request (together with right #1, a “personal information request”); The right to have such information deleted (with exceptions); he right to request that their personal information not be sold to third parties, if applicable; and The right not to be discriminated against because they exercised any of the new rights.]",[ 0 ] - No,0
374,89,coding4_q89,CCPA - Notice,"Has California Privacy Rights Section that explains all rights afforded under the CCPA? (The right to request disclosure of  business’ data collection and sales practices , thecategories of personal information collected, the source of the information,  use of the information and, if the information was disclosed or sold to third parties, the categories of personal information disclosed or sold to third parties and the categories of third parties to whom such information was disclosed or sold; The right to request a copy of the specific personal information collected about them during the 12 months before their request (together with right #1, a “personal information request”); The right to have such information deleted (with exceptions); he right to request that their personal information not be sold to third parties, if applicable; and The right not to be discriminated against because they exercised any of the new rights.]","[ 1 ] - yes, fully compliant",1
