,Index,Coding Question #,Question Identifier,Question Type,Question Text,Question Response,Answer Value,dslreports.com,indabamusic.com,fool.com,adweek.com,signonsandiego.com,imdb.com,friendfinder.com,slashdotmedia.com,researchgate.net,macrumors.com,Microsoft.com,xt3.com,barnesandnoble.com,vbulletin.com,tumblr.com,Amazonaws.com,webmediabrands.com,bodybuilding.com,slickdeals.net,match.com,chemistry.com,newgrounds.com,dailystrength.org,abbott.com,gamestop.com,heremedia.com,true.com,Instagram.com,bolt.com,lavalife.com,blogger.com,wealthymen.com,gays.com,aboutus.disaboom.com,theatlantic.com,abita.com,opendiary.com,namepros.com,babycenter.com,planetpersonals.com,Msn.com,somethingawful.com,ashleymadison.com,ubi.com,Spotify.com,spark.com,jdate.com,arstechnica.com,wordreference.com,italki.com,washingtonpost.com,dpreview.com,passion.com,cutestat.com,us.mouthshut.com,soundclick.com,filefront.com,my.opera.com,christianmingle.com,zooppa.com,mate1.com,bigtent.com,millionairemate.com,epernicus.com
55,15,coding5_q15,v10_2020,Notice - Type of Data Collected,"Geolocation information is collected and stored, including from bluetooth? (IP address does not count)?",[ 1 ] - yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,15,coding5_q15,v10_2020,Notice - Type of Data Collected,"Geolocation information is collected and stored, including from bluetooth? (IP address does not count)?",[ . ] - n/a ,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,15,coding5_q15,v10_2020,Notice - Type of Data Collected,"Geolocation information is collected and stored, including from bluetooth? (IP address does not count)?", DND=does not disclose,DND,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,1,2,1,1,1,0,1,0,0,0,0,0,0,0
58,16,coding5_q16,v11_2020,Notice - Type of Data Collected,"Company uses cookies and tracking elements (please, also highlight text on what type of cookies and tracking elements)? [Identifiers locally stored on user's device by the company/organization or third-parties including cookies, beacons, or similar that are commonly used to uniquely identify users, but that are not essential to establish a connection with the user’s device or to provide a service.]",[ 0 ] - no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,16,coding5_q16,v11_2020,Notice - Type of Data Collected,"Company uses cookies and tracking elements (please, also highlight text on what type of cookies and tracking elements)? [Identifiers locally stored on user's device by the company/organization or third-parties including cookies, beacons, or similar that are commonly used to uniquely identify users, but that are not essential to establish a connection with the user’s device or to provide a service.]",[ 1 ] - yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,16,coding5_q16,v11_2020,Notice - Type of Data Collected,"Company uses cookies and tracking elements (please, also highlight text on what type of cookies and tracking elements)? [Identifiers locally stored on user's device by the company/organization or third-parties including cookies, beacons, or similar that are commonly used to uniquely identify users, but that are not essential to establish a connection with the user’s device or to provide a service.]",[ DND ] - 'does not disclose',DND,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61,17,coding5_q17,v11.1_2020,Notice - Type of Data Collected,"Biometric Information Collected and Stored? (e.g., facial scans, fingerprints, facial patterns, voice or typing cadence.)",[ 0 ] - no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,17,coding5_q17,v11.1_2020,Notice - Type of Data Collected,"Biometric Information Collected and Stored? (e.g., facial scans, fingerprints, facial patterns, voice or typing cadence.)",[ 1 ] - yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,17,coding5_q17,v11.1_2020,Notice - Type of Data Collected,"Biometric Information Collected and Stored? (e.g., facial scans, fingerprints, facial patterns, voice or typing cadence.)",[ DND ] - 'does not disclose',DND,1,0,0,2,1,0,1,1,0,1,0,0,2,2,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,2,0,0,0,1,0,1,1,0,1,1,1,1,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0
64,18,coding5_q18,v11.2_2020,Notice - User Type,Type of user from which company collects information:,[ 0 ] - no collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,18,coding5_q18,v11.2_2020,Notice - User Type,Type of user from which company collects information:,[ 1 ] - user without an account [This data practice specifically applies to users that do not have an account or are not registered with the website or mobile app.],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,18,coding5_q18,v11.2_2020,Notice - User Type,Type of user from which company collects information:,[ 2 ] - user with an account [This data practice specifically applies to users with an account or who are registered with the website or mobile app.],2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,18,coding5_q18,v11.2_2020,Notice - User Type,Type of user from which company collects information:,[ 3 ] - all users regardless of subscription (or at least some non subscribers) [Use this attribute if the practice applies specifically to users with or without an account],3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,18,coding5_q18,v11.2_2020,Notice - User Type,Type of user from which company collects information:,[ 4 ] - other [This data practice applies to a specific user type not covered by the options above.],4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,18,coding5_q18,v11.2_2020,Notice - User Type,Type of user from which company collects information:,[ 5 ] Unspecified [it doesn't specify whether this practice applies to users with or without an account],5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,18,coding5_q18,v11.2_2020,Notice - User Type,Type of user from which company collects information:,[ DND ] - does not disclose ,DND,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0
71,19,coding5_q19,v12_2020,Notice - Use of Data,"Company commits that PII will be used internally only for business purposes ( e.g., effecting, administering, or enforcing a transaction, sending future correspondence to user, research, internal database compilation, servicing website)? [Article 4 of the GDPR, personal data is ""any information relating to an identified or identifiable natural person. In general, internal business purposes involve use of data for purposes that are in the service of the user)[Advertising is not considered internal business purposes]",[ 0 ] - no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,19,coding5_q19,v12_2020,Notice - Use of Data,"Company commits that PII will be used internally only for business purposes ( e.g., effecting, administering, or enforcing a transaction, sending future correspondence to user, research, internal database compilation, servicing website)? [Article 4 of the GDPR, personal data is ""any information relating to an identified or identifiable natural person. In general, internal business purposes involve use of data for purposes that are in the service of the user)[Advertising is not considered internal business purposes]",[ 1 ] - yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,19,coding5_q19,v12_2020,Notice - Use of Data,"Company commits that PII will be used internally only for business purposes ( e.g., effecting, administering, or enforcing a transaction, sending future correspondence to user, research, internal database compilation, servicing website)? [Article 4 of the GDPR, personal data is ""any information relating to an identified or identifiable natural person. In general, internal business purposes involve use of data for purposes that are in the service of the user)[Advertising is not considered internal business purposes]",[ DND ] - 'does not disclose',DND,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
74,20,coding5_q20,v12.1_2020,Notice - Use of Data First Party,What is the purpose for which the information will be collected?,[ 0 ] - no collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,20,coding5_q20,v12.1_2020,Notice - Use of Data First Party,What is the purpose for which the information will be collected?,"[ 1 ] - Basic service/ feature [Provide a service that the user explicitly requests and that is part of the website/app's basic service or functionality. Examples are watching a video, reading an article, making a purchase, creating an account, contacting the company/organization, etc]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,20,coding5_q20,v12.1_2020,Notice - Use of Data First Party,What is the purpose for which the information will be collected?,"[ 2 ] - additional service/feature  [Provide a service that the user explicitly requests but that is not a necessary part of the website/app's basic service. Additional services/features may enhance user experience or add convenience but require additional data, e.g., social media integration, comments, blog participation, a store finder that needs location information, etc]",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,20,coding5_q20,v12.1_2020,Notice - Use of Data First Party,What is the purpose for which the information will be collected?,[ 3 ] - Advertising [To show ads that are either targeted to the specific user or not targeted],3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,20,coding5_q20,v12.1_2020,Notice - Use of Data First Party,What is the purpose for which the information will be collected?,"[ 4 ] - Marketing [To contact the user to offer products,services, or other promotions (e.g., send marketing emails, calling or texting user with marketing messages). Marketing typically requires the use of contact information]",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,20,coding5_q20,v12.1_2020,Notice - Use of Data First Party,What is the purpose for which the information will be collected?,"[ 5 ] - Analytics/Research,[For understanding the website/app’s audience, improving the website/app, inform company strategy, or general research]",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,20,coding5_q20,v12.1_2020,Notice - Use of Data First Party,What is the purpose for which the information will be collected?,"[ 6 ] - Personalization/Customization, [For providing user with a personalized experience, e.g., by allowing to arrange how the website/app looks, based on the user’s preferences or language, etc.]",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,20,coding5_q20,v12.1_2020,Notice - Use of Data First Party,What is the purpose for which the information will be collected?,"[ 7 ] - Service Operation and Security [For website/app operation and security, enforcement of terms of service, fraud prevention, protecting users and property, et]",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,20,coding5_q20,v12.1_2020,Notice - Use of Data First Party,What is the purpose for which the information will be collected?,"[ 8 ] - Legal requirement [For compliance with legal obligations, e.g., regulations, government data requests, government retention requests, law enforcement requests in general, etc.]",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,20,coding5_q20,v12.1_2020,Notice - Use of Data First Party,What is the purpose for which the information will be collected?,[ 9 ] - Merger/Acquisition [If company/organization merges or is acquired it transfers users' information to another company/organization],9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,20,coding5_q20,v12.1_2020,Notice - Use of Data First Party,What is the purpose for which the information will be collected?,[ 10 ] - Other [Other specific purpose not covered above],10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,20,coding5_q20,v12.1_2020,Notice - Use of Data First Party,What is the purpose for which the information will be collected?,[ DND ] - does not disclose,DND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,21,coding5_q21,v13_2020,Notice - Use of Data,"Company commits to use PII data only for stated context specific purposes. These are purposes that a user would expect in the context of the service provided.  E.g., what you post to a message board must be made public for a message board to work)?",[ 0 ] - no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,21,coding5_q21,v13_2020,Notice - Use of Data,"Company commits to use PII data only for stated context specific purposes. These are purposes that a user would expect in the context of the service provided.  E.g., what you post to a message board must be made public for a message board to work)?",[ 1 ] - yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,21,coding5_q21,v13_2020,Notice - Use of Data,"Company commits to use PII data only for stated context specific purposes. These are purposes that a user would expect in the context of the service provided.  E.g., what you post to a message board must be made public for a message board to work)?",[ DND ] - DND,DND,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
89,22,coding5_q22,v16.1_2020,Notice - Use of Data/Collection/Choice,Are users given a choice regarding the collection of user information by the company?,[ 0 ] - no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,22,coding5_q22,v16.1_2020,Notice - Use of Data/Collection/Choice,Are users given a choice regarding the collection of user information by the company?,[ 1 ] - yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,22,coding5_q22,v16.1_2020,Notice - Use of Data/Collection/Choice,Are users given a choice regarding the collection of user information by the company?,[ DND ] - DND,DND,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
92,23,coding5_q23,v16.2_2020,Notice - Use of Data/Collection/Choice,What type of choice is the user given regarding collection of information by the firm/first party?,"[ 0 ] - Dont use service/feature (i.e., user must stop using service, terminate account, leave page)/mandatory [Only option is not to use the feature or service. Only select this if explicitly stated in policy (i.e., don't interpret silence as """"Don't use website or feature""]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,23,coding5_q23,v16.2_2020,Notice - Use of Data/Collection/Choice,What type of choice is the user given regarding collection of information by the firm/first party?,"[ 1 ] - Opt-out [The default is for the user to share PII with third parties, but the PP gives the user the opportunity to opt out]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,23,coding5_q23,v16.2_2020,Notice - Use of Data/Collection/Choice,What type of choice is the user given regarding collection of information by the firm/first party?,"[ 2 ] - opt-in, [User must consent before data can be shared with or collected/used by third party]",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,23,coding5_q23,v16.2_2020,Notice - Use of Data/Collection/Choice,What type of choice is the user given regarding collection of information by the firm/first party?,"[ 3 ] - Opt-out link [Link provided in privacy policy, on website, in mobile app, or in email, etc.]",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,23,coding5_q23,v16.2_2020,Notice - Use of Data/Collection/Choice,What type of choice is the user given regarding collection of information by the firm/first party?,"[ 4 ] - Opt-out via contacting company, [Must contact company/organization via email, phone, postal mail to opt-out]",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,23,coding5_q23,v16.2_2020,Notice - Use of Data/Collection/Choice,What type of choice is the user given regarding collection of information by the firm/first party?,[ 5 ] - First-party privacy controls (might have to go to site to check to see if collection is an option) [Website/app provides user settings for privacy configuration],5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,23,coding5_q23,v16.2_2020,Notice - Use of Data/Collection/Choice,What type of choice is the user given regarding collection of information by the firm/first party?,"[ 6 ] - , Third-party privacy controls, [Choices provided by a third party (e.g., privacy settings on social media site, if logged in through social media site) or industry (e.g., AdChoices Opt-out)]",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,23,coding5_q23,v16.2_2020,Notice - Use of Data/Collection/Choice,What type of choice is the user given regarding collection of information by the firm/first party?,"[ 7 ] - Browser/device privacy controls (if the PP specifies this as an option the user can adopt)[Policy suggests the use of browser’s or mobile device’s privacy settings, e.g., to block trackers or cookies, activate Do-Not-Track, disable location sharing, clear history, etc.</description>]",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,23,coding5_q23,v16.2_2020,Notice - Use of Data/Collection/Choice,What type of choice is the user given regarding collection of information by the firm/first party?,"[ 8 ] - Other, [Other specific user choice or control option not captured above.]",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,23,coding5_q23,v16.2_2020,Notice - Use of Data/Collection/Choice,What type of choice is the user given regarding collection of information by the firm/first party?,"[ DND ] - does not disclose """,DND,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,1,0,0,1,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
102,24,coding5_q24,v16.3_2020,Notice - Use of Data/Collection/Choice,What is the choice scope regardig the firm's collection and use of information?,[ 0 ] - not choice,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,24,coding5_q24,v16.3_2020,Notice - Use of Data/Collection/Choice,What is the choice scope regardig the firm's collection and use of information?,"[ 1 ] - Collection,",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,24,coding5_q24,v16.3_2020,Notice - Use of Data/Collection/Choice,What is the choice scope regardig the firm's collection and use of information?,"[ 2 ] - Use,",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,24,coding5_q24,v16.3_2020,Notice - Use of Data/Collection/Choice,What is the choice scope regardig the firm's collection and use of information?,[ 3 ] - Both,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,24,coding5_q24,v16.3_2020,Notice - Use of Data/Collection/Choice,What is the choice scope regardig the firm's collection and use of information?,[ DND ] - does not disclose,DND,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
107,25,coding5_q25,v16.4_2020,Notice - 3rd parties,Company identifes the type of third parties who are allowed to collect or receive shared user information,"[ 0 ] - Unnamed third party [The third party is not explicitly named, i.e., it is just generically referred to as ""third-party,"" ""partner,"" or similar]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,25,coding5_q25,v16.4_2020,Notice - 3rd parties,Company identifes the type of third parties who are allowed to collect or receive shared user information,"[ 1 ] - category of third party identfied (in compliance with CCPA) [e.g. ""data broker,"" ""advertising partners.""]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,25,coding5_q25,v16.4_2020,Notice - 3rd parties,Company identifes the type of third parties who are allowed to collect or receive shared user information,[ 2 ] - Named third party [The third party is explicitly named (e.g. Facebook)],2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,25,coding5_q25,v16.4_2020,Notice - 3rd parties,Company identifes the type of third parties who are allowed to collect or receive shared user information,"[ 3 ] - Other part of company/affiliate, [Data is made available to other parts of the company/organization, e.g., it is shared with other services, apps, or websites operated by the company, could also be data exchange between online and offline company units (e.g. physical stores)]",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,25,coding5_q25,v16.4_2020,Notice - 3rd parties,Company identifes the type of third parties who are allowed to collect or receive shared user information,"[ 4 ] - Other users, [The third-party involved are other users of the first party website or mobile app.]",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,25,coding5_q25,v16.4_2020,Notice - 3rd parties,Company identifes the type of third parties who are allowed to collect or receive shared user information,"[ 5 ] - Other, [Other specific third-party entity not covered above.]",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
