Label,Question ID,Question Text,Question Response,Answer Value,Count,Median Confidence,Median Focus,Median Blur,FMW
Enforcement,v61_2020,PP provides link to FTC's Consumer Complaint Form and/or the FTC telephone number?[this just asks if the PP mentions the FTC's consumer complaint form at all or provides links to it],no,0,21,4.0,8220.0,16360.0,True
Enforcement,v61_2020,PP provides link to FTC's Consumer Complaint Form and/or the FTC telephone number?[this just asks if the PP mentions the FTC's consumer complaint form at all or provides links to it],yes,1,1,4.0,8220.0,16360.0,True
Enforcement,v62_2020.1,"What privacy seal/certification/industry oversight organization does PP claim [other than mandatory international law (Swiss Privacy Law, etc)? [Privacy Seals are independent, third-party enforcement programs  to monitor company practices and enforce privacy policies. They are designed to provide protection to consumers by allowing Web companies to standardize privacy policies. Privacy seal programs include, among others, TRUSTe, BBBOnline, and CPA Webtrust. These are different from regulatory compliance seals, such as those that the company complies with COPPA, the Children Online Privacy Protection Act). ",.,0,20,4.0,12958.0,46670.5,True
Enforcement,v62_2020.1,"What privacy seal/certification/industry oversight organization does PP claim [other than mandatory international law (Swiss Privacy Law, etc)? [Privacy Seals are independent, third-party enforcement programs  to monitor company practices and enforce privacy policies. They are designed to provide protection to consumers by allowing Web companies to standardize privacy policies. Privacy seal programs include, among others, TRUSTe, BBBOnline, and CPA Webtrust. These are different from regulatory compliance seals, such as those that the company complies with COPPA, the Children Online Privacy Protection Act). ",Name of certification or seal,1,1,4.0,12958.0,46670.5,True
Privacy By Design,v63_2020,PP requires periodic compliance review of structural and technological data security measures?,no,0,15,4.0,13620.5,58860.5,True
Privacy By Design,v63_2020,PP requires periodic compliance review of structural and technological data security measures?,yes,1,7,4.0,13620.5,58860.5,True
Privacy By Design,v64_2020,"PP contains self-reporting measures in case of privacy violation (to a privacy seal organization, 3rd party consultant)?",no,0,22,4.0,7208.0,19396.0,True
Privacy By Design,v64_2020,"PP contains self-reporting measures in case of privacy violation (to a privacy seal organization, 3rd party consultant)?",yes,1,0,4.0,7208.0,19396.0,True
Contract,PP_in_TOU,Is the PP  incorporated by reference in the TOU?,yes,1,20,5.0,24743.5,21220.0,True
Contract,PP_in_TOU,Is the PP  incorporated by reference in the TOU?,no,0,2,5.0,24743.5,21220.0,True
GDPR,v71_2020.1,PP states that it is GDPR compliant or includes section on GDPR compliance,yes,1,9,5.0,9212.5,12362.0,True
GDPR,v71_2020.1,PP states that it is GDPR compliant or includes section on GDPR compliance,no or no mention,0,13,5.0,9212.5,12362.0,True
GDPR,v80.2_2020.1,Does PP state it complies with EU-US Privacy Shield? ,[0] no,0,17,4.0,8364.0,5559.0,True
GDPR,v80.2_2020.1,Does PP state it complies with EU-US Privacy Shield? ,[1] yes,1,4,4.0,8364.0,5559.0,True
GDPR,v80.3_2020.1,Does PP state that GDPR terms apply only and exclusively to EU residents?,[0] no,0,6,4.0,11194.0,25639.0,True
GDPR,v80.3_2020.1,Does PP state that GDPR terms apply only and exclusively to EU residents?,[1] yes,1,3,4.0,11194.0,25639.0,True
GDPR,v80.3_2020.1,Does PP state that GDPR terms apply only and exclusively to EU residents?,[.] N/A (no GDPR terms),.,13,4.0,11194.0,25639.0,True
GDPR,v81_2020,"Can users object to processing or automated decision making that could impact them? (This is only applicable if company does profiling or any other automated decision making, such as algorithmic decision making, or any automated decisions that don't involve a human)",no,0,3,3.5,21707.0,36993.5,True
GDPR,v81_2020,"Can users object to processing or automated decision making that could impact them? (This is only applicable if company does profiling or any other automated decision making, such as algorithmic decision making, or any automated decisions that don't involve a human)",yes,1,4,3.5,21707.0,36993.5,True
GDPR,v81_2020,"Can users object to processing or automated decision making that could impact them? (This is only applicable if company does profiling or any other automated decision making, such as algorithmic decision making, or any automated decisions that don't involve a human)",not applicable,.,10,3.5,21707.0,36993.5,True
GDPR,v81_2020,"Can users object to processing or automated decision making that could impact them? (This is only applicable if company does profiling or any other automated decision making, such as algorithmic decision making, or any automated decisions that don't involve a human)",does not disclose,DND,5,3.5,21707.0,36993.5,True
GDPR,v82_2020,"If firm engages in automated decision making, does it provide meaningful information about the logic involved, or significance/effect of such decisions?",no,0,2,3.0,9658.0,33430.0,True
GDPR,v82_2020,"If firm engages in automated decision making, does it provide meaningful information about the logic involved, or significance/effect of such decisions?",yes,1,2,3.0,9658.0,33430.0,True
GDPR,v82_2020,"If firm engages in automated decision making, does it provide meaningful information about the logic involved, or significance/effect of such decisions?",not applicable,.,14,3.0,9658.0,33430.0,True
GDPR,v82_2020,"If firm engages in automated decision making, does it provide meaningful information about the logic involved, or significance/effect of such decisions?",does not disclose,DND,4,3.0,9658.0,33430.0,True
COVID,v83_2020,"Does the PP include any terms related to contact tracing, health tracking, or other terms in relationship to COVID?",no,0,22,4.0,8041.5,9404.0,True
COVID,v83_2020,"Does the PP include any terms related to contact tracing, health tracking, or other terms in relationship to COVID?",yes,1,0,4.0,8041.5,9404.0,True
[Skip me!] Notice of Contract,v2_2020_txt,"Users are asked to manifest consent to PP when they sign up for service/site via clickwrap (i.e., Click ""I agree"" button or similar)?  Accepting PP through use is not manifested consent.",no,0,0,0.0,9980.0,0.0,False
[Skip me!] Notice of Contract,v2_2020_txt,"Users are asked to manifest consent to PP when they sign up for service/site via clickwrap (i.e., Click ""I agree"" button or similar)?  Accepting PP through use is not manifested consent.",yes,1,1,0.0,9980.0,0.0,False
[Skip me!] Notice of Contract,v2_2020_txt,"Users are asked to manifest consent to PP when they sign up for service/site via clickwrap (i.e., Click ""I agree"" button or similar)?  Accepting PP through use is not manifested consent.","Not applicable (e.g., there is no registration option)",N/A,0,0.0,9980.0,0.0,False
[Skip me!] Notice of Contract,v0_2020.1,"For potential registrants (i.e., when you are trying to sign up): How salient is the PP on registration page? [go to main page to check--use incognito browser and look at how PP is presented for users who want to register]","hyperlinked, at the bottom of the main page (Specht)",1,0,0.0,4018.0,0.0,False
[Skip me!] Notice of Contract,v0_2020.1,"For potential registrants (i.e., when you are trying to sign up): How salient is the PP on registration page? [go to main page to check--use incognito browser and look at how PP is presented for users who want to register]","visibly located on the main page, but no click required to accept, and no notice that privacy policy must be agreed upon (Nguyen v. Barnes and Noble)",2,0,0.0,4018.0,0.0,False
[Skip me!] Notice of Contract,v0_2020.1,"For potential registrants (i.e., when you are trying to sign up): How salient is the PP on registration page? [go to main page to check--use incognito browser and look at how PP is presented for users who want to register]","visible on the main page, with notice that user must agree to it, but no clicking requirement to agree (Rodman v. Safeway)",3,0,0.0,4018.0,0.0,False
[Skip me!] Notice of Contract,v0_2020.1,"For potential registrants (i.e., when you are trying to sign up): How salient is the PP on registration page? [go to main page to check--use incognito browser and look at how PP is presented for users who want to register]","visible on main page, with a “sign in” wrap that doesn't unambiguously inform the user that clicking signifies assent to Privacy Policy. (Berkson v. Gogo)",4,0,0.0,4018.0,0.0,False
[Skip me!] Notice of Contract,v0_2020.1,"For potential registrants (i.e., when you are trying to sign up): How salient is the PP on registration page? [go to main page to check--use incognito browser and look at how PP is presented for users who want to register]","visible on main page, with a hyperlinked Privacy Policy and a requirements that the user unambiguously click on “I agree” to PP. (Fteja v. Facebook)",5,0,0.0,4018.0,0.0,False
[Skip me!] Notice of Contract,v0_2020.1,"For potential registrants (i.e., when you are trying to sign up): How salient is the PP on registration page? [go to main page to check--use incognito browser and look at how PP is presented for users who want to register]","visible on main page, with a Privacy Policy on a scroll down box  and a requirements that the user unambiguously click on “I agree” to PP.",6,0,0.0,4018.0,0.0,False
[Skip me!] Notice of Contract,v0_2020.1,"For potential registrants (i.e., when you are trying to sign up): How salient is the PP on registration page? [go to main page to check--use incognito browser and look at how PP is presented for users who want to register]",Registration is not an option on this site,7,0,0.0,4018.0,0.0,False
[Skip me!] Notice of Contract,v1_2020,Privacy Policy (PP) is accessible through a direct link from the homepage? [this measures what any user would see on the landig page; it measures visibility without registration or when registration is not an option],no,0,0,0.0,0.0,0.0,False
[Skip me!] Notice of Contract,v1_2020,Privacy Policy (PP) is accessible through a direct link from the homepage? [this measures what any user would see on the landig page; it measures visibility without registration or when registration is not an option],yes,1,0,0.0,0.0,0.0,False
[Skip me!] Notice of Contract,v2.1_2020,"Are users asked to manifest unambiguous consent (such as clicking in a non-pre checked ""I agree"" box) to cookies and trackers when on the company's website?",no,0,0,0.0,0.0,0.0,False
[Skip me!] Notice of Contract,v2.1_2020,"Are users asked to manifest unambiguous consent (such as clicking in a non-pre checked ""I agree"" box) to cookies and trackers when on the company's website?",yes,1,0,0.0,0.0,0.0,False
[Skip me!] Notice of Contract,v2.1_2020,"Are users asked to manifest unambiguous consent (such as clicking in a non-pre checked ""I agree"" box) to cookies and trackers when on the company's website?",other,2,0,0.0,0.0,0.0,False
[Skip me!] Notice of Contract,v2.2_2020,"Are users asked to manifest unambiguous consent (such as clicking in a non-pre checked ""I agree"" box during a visit to the site) to receiving communications and marketing when on the company's website? (e.g., emails from the firm with promotions, etc.)",no,0,0,0.0,4870.0,0.0,False
[Skip me!] Notice of Contract,v2.2_2020,"Are users asked to manifest unambiguous consent (such as clicking in a non-pre checked ""I agree"" box during a visit to the site) to receiving communications and marketing when on the company's website? (e.g., emails from the firm with promotions, etc.)",yes,1,0,0.0,4870.0,0.0,False
[Skip me!] Notice of Contract,v2.2_2020,"Are users asked to manifest unambiguous consent (such as clicking in a non-pre checked ""I agree"" box during a visit to the site) to receiving communications and marketing when on the company's website? (e.g., emails from the firm with promotions, etc.)",other,2,0,0.0,4870.0,0.0,False
[Skip me!] Notice of Contract,v2.3_2020.1,"Are users asked to manifest unambiguous consent (such as clicking in a non-pre checked ""I agree"" box during a visit to the site) to the collection and processing of their information? [usually in the form of a pop up window when the user is about to register for the first time]. Try using incognito window. ",no,0,0,0.0,0.0,0.0,False
[Skip me!] Notice of Contract,v2.3_2020.1,"Are users asked to manifest unambiguous consent (such as clicking in a non-pre checked ""I agree"" box during a visit to the site) to the collection and processing of their information? [usually in the form of a pop up window when the user is about to register for the first time]. Try using incognito window. ",yes,1,0,0.0,0.0,0.0,False
[Skip me!] Notice of Contract,v2.3_2020.1,"Are users asked to manifest unambiguous consent (such as clicking in a non-pre checked ""I agree"" box during a visit to the site) to the collection and processing of their information? [usually in the form of a pop up window when the user is about to register for the first time]. Try using incognito window. ",other,2,0,0.0,0.0,0.0,False
[Skip me!] Notice of Contract,v2.4_2020.1,"Are users given the option of withdrawing their consent to the collection of information in any clause in the contract, or are notified of this before entering the contract? (e.g., this would be satisfied when the firm allows the user to withdraw their consent by changing their account settings, or contacting the firm identifying which types of consent user is withdrawing from --consent to collection, sharing, etc, removing permissions from apps in ""settings"")",no,0,0,0.0,0.0,0.0,False
[Skip me!] Notice of Contract,v2.4_2020.1,"Are users given the option of withdrawing their consent to the collection of information in any clause in the contract, or are notified of this before entering the contract? (e.g., this would be satisfied when the firm allows the user to withdraw their consent by changing their account settings, or contacting the firm identifying which types of consent user is withdrawing from --consent to collection, sharing, etc, removing permissions from apps in ""settings"")","yes, and the clause provides an existence of the right and a summary of what that right involves",1,0,0.0,0.0,0.0,False
[Skip me!] Notice of Contract,v2.4_2020.1,"Are users given the option of withdrawing their consent to the collection of information in any clause in the contract, or are notified of this before entering the contract? (e.g., this would be satisfied when the firm allows the user to withdraw their consent by changing their account settings, or contacting the firm identifying which types of consent user is withdrawing from --consent to collection, sharing, etc, removing permissions from apps in ""settings"")","yes, but the clause offers only incomplete information about the right (e.g., by giving no detail about what that right involves, or it tells consumers they can withdraw consent but does not explain how to exercise it)",2,0,0.0,0.0,0.0,False
